name,developers,is_free,negative,owners,positive,publishers,release_yyyy_mm,category_descriptions,genre_descriptions,tags_list
DARK SOULS™ III,"['FromSoftware, Inc.']",False,23449,"5,000,000 .. 10,000,000",390326,"['FromSoftware, Inc.', 'Bandai Namco Entertainment']",2016-04-01,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Camera Comfort', 'Custom Volume Controls', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Surround Sound', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",['Action'],"['Souls-like', 'Dark Fantasy', 'Difficult', 'RPG', 'Atmospheric', 'Lore-Rich', 'Third Person', 'Exploration', 'Story Rich', 'Action RPG', 'Co-op', 'Great Soundtrack', 'Adventure', 'Action', 'Multiplayer', 'PvP', 'Open World', 'Singleplayer', 'Character Customization', 'Replay Value']"
Palworld,['Pocketpair'],False,22443,"50,000,000 .. 100,000,000",358266,['Pocketpair'],2024-01-01,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']","['Open World', 'Survival', 'Creature Collector', 'Multiplayer', 'Open World Survival Craft', 'Online Co-Op', 'Crafting', 'Co-op', 'Adventure', 'Base-Building', 'Sandbox', 'Building', 'Third-Person Shooter', 'Automation', 'Action', 'RPG', 'Anime', 'Early Access', 'Exploration', 'Farming']"
Project Zomboid,['The Indie Stone'],False,21892,"10,000,000 .. 20,000,000",355171,['The Indie Stone'],2013-11-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Remote Play Together', 'Family Sharing']","['Indie', 'RPG', 'Simulation', 'Early Access']","['Survival', 'Zombies', 'Open World', 'Multiplayer', 'Open World Survival Craft', 'Sandbox', 'Post-apocalyptic', 'Co-op', 'Crafting', 'Building', 'Indie', 'Simulation', 'RPG', 'Survival Horror', 'Realistic', 'Isometric', 'Singleplayer', '2D', 'Adventure', 'Early Access']"
Bloons TD 6,['Ninja Kiwi'],False,9691,"2,000,000 .. 5,000,000",344269,['Ninja Kiwi'],2018-12-01,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",['Strategy'],"['Tower Defense', 'Strategy', 'Multiplayer', 'Singleplayer', 'Online Co-Op', 'Co-op', 'Family Friendly', 'Casual', '3D', 'Cartoony', 'Sandbox', '2D', 'Great Soundtrack', 'Difficult', 'Touch-Friendly', 'Cute', 'Funny', 'Addictive', 'Survival', 'Action']"
The Binding of Isaac: Rebirth,"['Nicalis, Inc.', 'Edmund McMillen']",False,9255,"5,000,000 .. 10,000,000",334165,"['Nicalis, Inc.']",2014-11-01,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",['Action'],"['Action Roguelike', 'Rogue-like', 'Indie', 'Replay Value', 'Difficult', 'Pixel Graphics', 'Dungeon Crawler', 'Great Soundtrack', 'Singleplayer', 'Dark', '2D', 'Local Co-Op', 'Remake', 'Gore', 'Procedural Generation', 'Rogue-lite', 'Atmospheric', 'Co-op', 'Action', 'Horror']"
Deep Rock Galactic,['Ghost Ship Games'],False,9413,"5,000,000 .. 10,000,000",333587,['Coffee Stain Publishing'],2020-05-01,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",['Action'],"['Dwarf', 'Co-op', 'PvE', 'FPS', 'Procedural Generation', 'Class-Based', 'Shooter', 'Exploration', 'First-Person', 'Loot', 'Sci-fi', 'Space', 'Action', 'Atmospheric', 'Looter Shooter', 'Combat', 'Survival', 'Horror', 'Dark', 'Action Roguelike']"
DayZ,['Bohemia Interactive'],False,99903,"10,000,000 .. 20,000,000",330349,['Bohemia Interactive'],2018-12-01,"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled']","['Action', 'Adventure', 'Massively Multiplayer']","['Survival', 'Open World', 'Online Co-Op', 'Zombies', 'Multiplayer', 'Post-apocalyptic', 'Shooter', 'PvP', 'Massively Multiplayer', 'Action', 'FPS', 'Horror', 'Sandbox', 'Co-op', 'Survival Horror', 'Adventure', 'First-Person', 'Simulation', 'Atmospheric', 'Choose Your Own Adventure']"
7 Days to Die,['The Fun Pimps'],False,42157,"10,000,000 .. 20,000,000",327889,['The Fun Pimps Entertainment LLC'],2024-07-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Includes level editor', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']","['Survival', 'Zombies', 'Multiplayer', 'Open World', 'Open World Survival Craft', 'Base-Building', 'Post-apocalyptic', 'Voxel', 'Online Co-Op', 'Building', 'Exploration', 'Sandbox', 'FPS', 'Simulation', 'Tower Defense', 'Character Customization', 'Action', 'Horror', 'Strategy', 'Procedural Generation']"
Fallout 4,['Bethesda Game Studios'],False,66233,"10,000,000 .. 20,000,000",326054,['Bethesda Softworks'],2015-11-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",['RPG'],"['Open World', 'Post-apocalyptic', 'Singleplayer', 'Exploration', 'RPG', 'Adventure', 'Atmospheric', 'Shooter', 'First-Person', 'Story Rich', 'Action', 'Sci-fi', 'FPS', 'Action RPG', 'Sandbox', 'Great Soundtrack', 'Survival', 'Third Person', 'Third-Person Shooter', 'Character Customization']"
Raft,['Redbeet Interactive'],False,23161,"10,000,000 .. 20,000,000",323198,['Axolot Games'],2022-06-01,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Indie', 'Simulation']","['Survival', 'Multiplayer', 'Open World Survival Craft', 'Co-op', 'Crafting', 'Open World', 'Building', 'Base-Building', 'Online Co-Op', 'Adventure', 'Sandbox', 'First-Person', 'Singleplayer', 'Underwater', 'Simulation', 'Early Access', 'Action', 'Indie', 'Strategy', 'Massively Multiplayer']"
Sea of Thieves: 2025 Edition,['Rare Ltd'],False,38164,"5,000,000 .. 10,000,000",317074,['Xbox Game Studios'],2020-06-01,"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']","['Action', 'Adventure']","['Multiplayer', 'Open World', 'Adventure', 'Pirates', 'Co-op', 'Online Co-Op', 'PvP', 'Action', 'Sailing', 'First-Person', 'Exploration', 'Naval', 'PvE', 'Funny', 'Massively Multiplayer', 'FPS', 'Atmospheric', 'Swordplay', 'Great Soundtrack', 'Singleplayer']"
Brawlhalla,['Blue Mammoth Games'],True,71647,"20,000,000 .. 50,000,000",314809,['Ubisoft'],2017-10-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']","['Action', 'Indie', 'Free To Play']","['Free to Play', 'Multiplayer', 'Fighting', '2D Fighter', '2D Platformer', 'Casual', 'Local Multiplayer', 'Co-op', 'Controller', 'Platformer', 'Action', 'Online Co-Op', 'Local Co-Op', 'Fantasy', '4 Player Local', 'Family Friendly', 'e-sports', 'Cartoony', 'Singleplayer', 'Indie']"
BeamNG.drive,['BeamNG'],False,8405,"5,000,000 .. 10,000,000",313873,['BeamNG'],2015-05-01,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together', 'Family Sharing']","['Racing', 'Simulation', 'Early Access']","['Simulation', 'Driving', 'Physics', 'Realistic', 'Destruction', 'Automobile Sim', 'Sandbox', 'Open World', 'Racing', 'Moddable', 'Multiplayer', 'Singleplayer', 'Early Access', 'First-Person', 'Third Person', 'Exploration', 'Funny', 'Adventure', 'Action', 'Flight']"
The Elder Scrolls V: Skyrim Special Edition,['Bethesda Game Studios'],False,26896,"5,000,000 .. 10,000,000",310162,['Bethesda Softworks'],2016-10-01,"['Single-player', 'Steam Achievements', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Surround Sound', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",['RPG'],"['Open World', 'RPG', 'Adventure', 'Singleplayer', 'Fantasy', 'Character Customization', 'Moddable', 'Dragons', 'Story Rich', 'Magic', 'First-Person', 'Action', 'Atmospheric', 'Great Soundtrack', 'Third Person', 'Stealth', 'Classic', 'Remake', 'Female Protagonist', 'Walking Simulator']"
Sekiro™: Shadows Die Twice - GOTY Edition,"['FromSoftware, Inc.']",False,15193,"10,000,000 .. 20,000,000",307041,"['Activision (Excluding Japan and Asia)', 'FromSoftware, Inc. (Japan)', '方块游戏 (Asia)']",2019-03-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']","['Souls-like', 'Difficult', 'Action', 'Singleplayer', 'Ninja', 'Stealth', 'Adventure', 'Third Person', 'Open World', 'Story Rich', 'Violent', 'Atmospheric', 'Assassin', 'Dark Fantasy', 'Hack and Slash', 'RPG', 'Gore', 'Great Soundtrack', 'Rhythm', 'Dark']"
Hearts of Iron IV,['Paradox Development Studio'],False,36982,"5,000,000 .. 10,000,000",305168,['Paradox Interactive'],2016-06-01,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']","['Simulation', 'Strategy']","['Strategy', 'World War II', 'Grand Strategy', 'War', 'Historical', 'Military', 'Alternate History', 'Multiplayer', 'Simulation', 'Tactical', 'Singleplayer', 'Real-Time with Pause', 'RTS', 'Diplomacy', 'Sandbox', 'Co-op', 'Strategy RPG', 'Open World', 'Competitive', 'Action']"
Subnautica,['Unknown Worlds Entertainment'],False,9258,"5,000,000 .. 10,000,000",304449,['Unknown Worlds Entertainment'],2018-01-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'VR Supported', 'Steam Trading Cards', 'VR Support', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","['Adventure', 'Indie']","['Open World Survival Craft', 'Survival', 'Horror', 'Open World', 'Underwater', 'Exploration', 'Crafting', 'Base-Building', 'Singleplayer', 'Adventure', 'First-Person', 'Sci-fi', 'Multiplayer', 'Sandbox', 'Atmospheric', 'Aliens', 'Survival Horror', 'VR', 'Action', 'Indie']"
Sid Meier’s Civilization® VI,"['Firaxis Games', 'Aspyr (Mac)', 'Aspyr (Linux)']",False,45867,"10,000,000 .. 20,000,000",304053,"['2K', 'Aspyr (Mac)', 'Aspyr (Linux)']",2016-10-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Steam Turn Notifications', 'Remote Play on Tablet', 'Remote Play Together', 'Family Sharing']",['Strategy'],"['Strategy', 'Turn-Based Strategy', 'Multiplayer', 'Historical', 'Grand Strategy', 'Singleplayer', 'Turn-Based', '4X', 'War', 'City Builder', 'Simulation', 'Tactical', 'Management', 'Building', 'Great Soundtrack', 'Online Co-Op', 'Moddable', 'Co-op', 'Hex Grid', 'Atmospheric']"
The Elder Scrolls V: Skyrim,['Bethesda Game Studios'],False,16364,"5,000,000 .. 10,000,000",300915,['Bethesda Softworks'],2011-11-01,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",['RPG'],"['Open World', 'RPG', 'Fantasy', 'Adventure', 'Dragons', 'Moddable', 'First-Person', 'Action', 'Medieval', 'Singleplayer', 'Magic', 'Story Rich', 'Great Soundtrack', 'Sandbox', 'Lore-Rich', 'Atmospheric', 'Character Customization', 'Action RPG', 'Third Person', 'Epic']"
Paladins®,['Evil Mojo Games'],True,52031,"10,000,000 .. 20,000,000",294373,['Hi-Rez Studios'],2018-05-01,"['Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Remote Play on Phone', 'Remote Play on Tablet']","['Action', 'Adventure', 'Massively Multiplayer', 'Strategy', 'Free To Play']","['Hero Shooter', 'Free to Play', 'Multiplayer', 'FPS', 'Shooter', 'Action', 'Team-Based', 'First-Person', 'PvP', 'MOBA', 'Online Co-Op', 'Fantasy', 'Controller', 'Strategy', 'Co-op', 'Character Customization', 'Massively Multiplayer', 'Colorful', 'Adventure', 'Funny']"
No Man's Sky,['Hello Games'],False,59526,"5,000,000 .. 10,000,000",293332,['Hello Games'],2016-08-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Tracked Controller Support', 'VR Supported', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'HDR available', 'Family Sharing']","['Action', 'Adventure']","['Open World', 'Open World Survival Craft', 'Space', 'Exploration', 'Sci-fi', 'Survival', 'Procedural Generation', 'Adventure', 'First-Person', 'Multiplayer', 'Sandbox', 'Singleplayer', 'Atmospheric', 'Crafting', 'Space Sim', 'Indie', 'Action', 'Simulation', 'FPS', 'VR']"
Hogwarts Legacy,['Avalanche Software'],False,31429,"20,000,000 .. 50,000,000",289966,['Warner Bros. Games'],2023-02-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Steam Cloud', 'HDR available', 'Family Sharing']","['Action', 'Adventure', 'RPG']","['Magic', 'Open World', 'Fantasy', 'Singleplayer', 'Adventure', 'RPG', 'Character Customization', 'Exploration', 'Story Rich', 'Third Person', 'Action-Adventure', 'Atmospheric', 'Action RPG', 'Action', 'Combat', 'Choices Matter', 'Puzzle', 'Great Soundtrack', 'Dark', 'Family Friendly']"
People Playground,['mestiez'],False,4017,"5,000,000 .. 10,000,000",277746,['Studio Minus'],2019-07-01,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']","['Action', 'Casual', 'Indie', 'Simulation']","['Sandbox', 'Gore', 'Physics', 'Blood', 'Moddable', 'Violent', '2D', 'Singleplayer', 'Destruction', 'Simulation', 'Funny', 'Building', 'Pixel Graphics', 'Psychological Horror', 'Indie', 'Action', 'Casual', 'Comedy', 'Horror', 'Choose Your Own Adventure']"
Hades,['Supergiant Games'],False,4912,"5,000,000 .. 10,000,000",274829,['Supergiant Games'],2020-09-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Indie', 'RPG']","['Action Roguelike', 'Rogue-lite', 'Hack and Slash', 'Indie', 'Mythology', 'Action', 'Rogue-like', 'Singleplayer', 'Great Soundtrack', 'Story Rich', 'RPG', 'Dungeon Crawler', 'Replay Value', 'Isometric', 'Difficult', 'Action RPG', 'Hand-drawn', 'Atmospheric', 'Perma Death', 'LGBTQ+']"
Borderlands 2,"['Gearbox Software', 'Aspyr (Mac)', 'Aspyr (Linux)']",False,22318,"10,000,000 .. 20,000,000",272900,"['2K', 'Aspyr (Mac)', 'Aspyr (Linux)']",2012-09-01,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'RPG']","['Loot', 'Shooter', 'Action', 'Multiplayer', 'Co-op', 'Looter Shooter', 'FPS', 'RPG', 'First-Person', 'Funny', 'Comedy', 'Open World', 'Combat', 'Online Co-Op', 'Adventure', 'Action RPG', 'Dark Humor', 'Singleplayer', 'Memes', 'Sci-fi']"
Undertale,['tobyfox'],False,8850,"5,000,000 .. 10,000,000",264082,['tobyfox'],2015-09-01,"['Single-player', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']","['Indie', 'RPG']","['Great Soundtrack', 'Story Rich', 'Choices Matter', 'Multiple Endings', 'Pixel Graphics', 'Funny', 'RPG', 'Singleplayer', 'Indie', '2D', 'Comedy', 'Replay Value', 'Bullet Hell', 'Cute', 'Memes', 'Retro', 'Dark', 'Psychological Horror', 'Dating Sim', 'Horror']"
Forza Horizon 4,['Playground Games'],False,26975,"5,000,000 .. 10,000,000",263942,['Xbox Game Studios'],2021-03-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",['Racing'],"['Racing', 'Open World', 'Driving', 'Multiplayer', 'Automobile Sim', 'Realistic', 'Online Co-Op', 'Singleplayer', 'Controller', 'Simulation', 'PvP', 'Adventure', 'Exploration', 'Arcade', 'Atmospheric', 'Action', 'Sports', 'Great Soundtrack', 'First-Person', 'Funny']"
Cities: Skylines,['Colossal Order Ltd.'],False,19408,"10,000,000 .. 20,000,000",256362,['Paradox Interactive'],2015-03-01,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play on Tablet', 'Family Sharing']","['Simulation', 'Strategy']","['City Builder', 'Simulation', 'Building', 'Management', 'Strategy', 'Sandbox', 'Singleplayer', 'Moddable', 'Economy', 'Resource Management', 'Mod', 'Realistic', 'Replay Value', 'Casual', 'Modern', 'Real-Time with Pause', 'Family Friendly', 'Great Soundtrack', 'Funny', 'Action']"
Arma 3,['Bohemia Interactive'],False,27136,"10,000,000 .. 20,000,000",256128,['Bohemia Interactive'],2013-09-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Steam Timeline']","['Action', 'Simulation', 'Strategy']","['Military', 'Action', 'Multiplayer', 'Shooter', 'Simulation', 'Realistic', 'First-Person', 'Open World', 'Tactical', 'FPS', 'War', 'Co-op', 'Strategy', 'Sandbox', 'Singleplayer', 'Moddable', 'Combat', 'Online Co-Op', 'Team-Based', 'Third-Person Shooter']"
Vampire Survivors,['poncle'],False,3855,"5,000,000 .. 10,000,000",246479,['poncle'],2022-10-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play Together', 'Family Sharing']","['Action', 'Casual', 'Indie', 'RPG']","['Action Roguelike', 'Bullet Hell', 'Pixel Graphics', 'Rogue-lite', 'Vampire', '2D', 'Indie', 'Singleplayer', 'Casual', 'Arcade', 'Action', 'Rogue-like', 'RPG', 'Controller', 'Retro', 'Score Attack', 'Local Co-Op', 'Dark Fantasy', 'Action RPG', '1980s']"
Titanfall® 2,['Respawn Entertainment'],False,11664,"5,000,000 .. 10,000,000",244524,['Electronic Arts'],2020-06-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']",['Action'],"['FPS', 'Mechs', 'Multiplayer', 'Shooter', 'Singleplayer', 'Action', 'Parkour', 'Sci-fi', 'First-Person', 'Futuristic', 'PvP', 'Military', 'Combat', 'Fast-Paced', 'Team-Based', 'Time Travel', 'Hero Shooter', 'Violent', 'Co-op', 'Gore']"
